Date_vaw,Open_vaw,High_vaw,Low_vaw,Close_vaw,Volume_vaw,Open_vcr,High_vcr,Low_vcr,Close_vcr,Volume_vcr,Open_vgt,High_vgt,Low_vgt,Close_vgt,Volume_vgt,Open_vfh,High_vfh,Low_vfh,Close_vfh,Volume_vfh,Open_vde,High_vde,Low_vde,Close_vde,Volume_vde,Open_vht,High_vht,Low_vht,Close_vht,Volume_vht,Open_vnq,High_vnq,Low_vnq,Close_vnq,Volume_vnq
2007-11-14,77.95,78.181,77.076,77.118,29979,53.116,53.171,51.939,51.939,24350,56.784,56.918,55.38,55.597,92100,50.661,50.898,49.589,49.873,84128,94.553,94.553,92.424,92.526,44095,57.164,57.339,56.905,56.905,22671,53.567,53.567,51.655,51.655,407097
2007-11-15,76.403,76.849,74.813,75.474,43892,51.686,52.134,51.371,51.556,34480,55.624,55.821,54.838,55.232,106486,49.95,49.95,48.013,48.348,86841,92.424,92.508,89.838,90.463,36686,56.396,57.813,56.396,56.773,271538,51.806,52.051,50.871,51.561,448008
2007-11-16,75.69,75.868,74.503,75.484,56657,51.177,51.668,51.093,51.668,22304,55.522,55.831,54.96,55.756,57141,48.558,48.558,47.557,47.996,94207,91.627,92.287,90.887,92.075,46368,57.146,57.146,56.608,57.042,15642,52.167,52.195,50.345,50.596,472430
2007-11-19,74.556,74.663,72.966,73.061,73006,51.177,51.177,50.247,50.417,52687,55.242,55.813,54.753,54.931,84056,47.867,47.867,46.462,46.751,139165,92.673,92.673,90.454,90.724,25276,57.164,57.164,56.467,56.56,36849,50.492,50.492,49.497,49.497,414200
2007-11-20,72.241,74.822,72.241,73.929,34144,50.515,50.926,49.598,50.221,32755,55.765,55.841,54.115,54.969,114199,47.267,47.267,45.146,45.934,229867,90.011,93.8,90.011,93.043,58833,56.755,57.052,56.182,56.849,16829,50.031,50.47,47.737,48.539,630641
2007-11-21,73.207,73.653,72.313,72.788,21196,49.673,50.247,49.487,49.868,71110,55.804,55.804,53.901,54.229,38023,45.611,45.997,44.82,45.269,184570,93.421,93.421,91.501,91.501,37076,56.377,56.377,55.691,55.792,23730,48.021,48.792,47.653,48.204,443094
2007-11-23,73.296,74.261,73.197,73.938,8620,50.156,50.703,50.128,50.675,11896,54.931,54.988,54.36,54.848,30884,45.322,46.662,45.322,46.374,86561,91.845,93.402,91.755,93.098,21399,56.459,56.477,56.155,56.415,15403,49.174,49.681,48.709,49.154,215033
2007-11-26,74.439,75.019,72.92,73.012,33591,50.713,50.713,49.468,49.468,39760,55.409,55.409,53.716,53.725,67448,46.05,46.304,44.708,44.708,208863,94.469,94.469,91.123,91.123,48493,56.932,56.932,55.876,55.876,23317,49.689,49.689,46.796,46.796,289295
2007-11-27,73.33,73.902,72.607,73.555,40422,50.174,50.275,49.691,50.275,66696,54.519,54.632,53.716,54.39,105124,45.427,45.822,44.812,45.76,226322,89.863,90.425,88.464,90.299,51728,55.765,57.052,55.765,57.042,22273,47.538,47.914,46.742,47.89,380502
2007-11-28,74.608,77.037,74.608,76.806,26647,51.073,51.93,51.073,51.892,20580,55.475,56.627,55.137,56.627,89032,46.514,48.04,46.514,47.96,228716,90.978,92.167,90.498,91.72,24906,57.553,58.1,57.017,58.1,49327,48.572,49.995,48.572,49.995,394862
2007-11-29,76.823,78.013,76.548,77.334,46803,51.445,51.716,51.045,51.716,62168,57.198,57.198,55.941,56.279,63352,48.172,48.172,47.05,47.699,110774,92.5,93.384,92.287,92.749,33332,57.024,58.333,57.024,58.201,17878,49.955,50.039,48.854,49.189,199102
2007-11-30,79.002,79.002,77.531,78.245,56413,52.756,52.756,52.16,52.383,20041,56.514,56.784,55.306,55.746,48287,48.751,49.557,48.522,48.846,186197,92.739,93.449,92.424,92.97,39899,58.897,58.897,58.211,58.333,17366,50.262,51.211,49.909,50.527,360155
2007-12-03,78.528,78.636,77.565,77.913,17953,52.345,52.549,52.048,52.048,19852,56.045,56.045,55.269,55.314,40069,49.179,49.179,48.05,48.397,78991,94.288,94.288,92.536,93.421,51036,58.645,58.645,57.851,58.017,26302,50.687,50.687,49.543,49.987,553241
2007-12-04,77.387,77.823,77.26,77.42,21163,50.675,52.038,50.675,51.9,25859,54.772,55.56,54.772,55.111,44590,48.574,48.574,47.488,47.515,89358,91.935,93.081,91.935,92.25,10357,57.775,58.175,57.48,57.73,27378,49.987,49.987,48.639,48.639,391105
2007-12-05,78.341,78.788,78.118,78.788,42212,52.134,52.134,51.528,51.872,21764,56.15,56.617,55.897,56.541,37636,47.916,48.66,47.81,48.541,63895,94.148,94.891,93.696,94.412,29483,58.137,58.443,58.137,58.433,32252,49.627,50.3,49.198,50.276,292481
2007-12-06,78.95,80.467,78.95,80.344,21498,51.491,52.652,51.491,52.604,17886,56.13,57.366,56.13,57.329,66058,48.505,49.818,48.505,49.749,103305,94.298,96.96,94.298,96.765,36160,58.359,58.844,58.296,58.759,27756,50.276,51.983,50.177,51.873,236069
2007-12-07,80.913,81.272,80.503,81.049,32698,52.808,52.921,52.623,52.746,48485,57.3,57.44,57.011,57.263,61947,50.004,50.004,49.284,49.284,138246,97.884,97.884,95.978,96.64,25517,58.953,58.953,58.645,58.796,55011,52.02,52.494,51.638,51.691,345224
2007-12-10,81.049,82.208,81.049,82.075,68993,52.838,53.015,52.708,52.959,9287,57.329,57.814,57.319,57.656,48489,49.809,50.538,49.388,50.265,132546,96.64,97.632,96.64,97.222,22971,59.249,59.249,58.684,58.962,39155,51.723,52.8,51.454,52.8,324345
2007-12-11,82.111,82.111,79.012,79.012,48147,52.891,53.144,51.186,51.186,30631,57.985,58.143,56.421,56.421,85706,50.529,50.661,47.848,47.908,167342,97.884,98.149,95.166,95.282,25748,59.102,59.102,58.073,58.156,45580,53.016,53.3,49.978,50.016,366679
2007-12-12,80.843,81.272,78.975,79.887,24474,52.208,52.208,50.796,51.335,43314,58.424,58.424,56.356,56.991,34446,49.557,49.792,46.549,47.557,134650,98.119,98.296,96.679,97.707,43520,59.325,59.325,57.74,58.195,51283,51.723,51.729,49.373,49.847,544378
2007-12-13,78.44,80.493,78.35,80.307,29785,52.086,52.086,50.61,51.258,35320,57.694,57.694,56.561,57.085,39119,47.574,47.574,46.267,47.363,157600,95.939,98.119,95.939,98.119,16836,57.329,58.109,57.329,58.109,35766,49.689,49.801,48.602,49.282,416086
2007-12-14,78.878,78.878,77.636,77.699,47645,50.972,50.972,49.96,50.015,37291,57.046,57.046,56.176,56.279,63761,46.9,47.11,46.111,46.138,186051,96.113,96.97,95.706,95.878,27982,56.877,57.155,56.746,56.773,50589,48.335,49.74,47.942,48.043,1206306
2007-12-17,77.136,77.136,75.404,75.502,23345,49.858,49.914,49.348,49.412,52812,56.093,56.093,55.023,55.111,69650,45.874,46.348,45.54,45.585,99687,96.756,96.756,93.341,93.696,144490,56.664,56.664,55.986,56.062,24413,47.599,47.615,46.557,46.557,665370
2007-12-18,76.075,76.503,74.663,76.195,39637,50.034,50.034,49.144,49.746,78976,55.86,55.86,54.641,55.288,258295,46.199,46.199,44.946,45.656,95840,95.543,95.543,93.487,94.94,27366,56.58,56.618,56.033,56.514,25608,47.331,47.623,45.908,47.276,645812
2007-12-19,76.181,76.636,75.474,75.895,28440,50.417,50.417,49.207,49.375,121214,55.615,55.774,55.213,55.624,57349,46.138,46.427,45.437,45.848,177447,95.419,96.267,95.082,95.629,36686,57.061,57.061,56.003,56.301,85751,47.384,47.758,46.964,47.758,484299
2007-12-20,76.574,77.298,75.806,77.27,44787,49.589,49.711,49.011,49.711,78871,55.716,56.457,55.716,56.457,63634,46.427,46.427,44.997,45.725,181835,96.19,96.488,95.399,96.47,20162,56.098,56.627,56.098,56.627,16140,47.493,47.493,46.338,46.789,1305117
2007-12-21,78.502,79.27,78.486,79.2,22283,50.573,50.573,49.94,50.146,9590,57.592,57.592,56.918,57.16,44722,46.183,46.541,45.822,46.401,270398,97.524,99.059,97.524,98.753,20826,57.126,57.329,56.999,57.329,30417,46.99,47.706,46.99,47.706,489080
2007-12-24,79.923,80.02,79.761,79.86,25528,50.397,50.62,50.397,50.62,70452,57.17,57.852,57.17,57.758,61999,46.295,47.338,46.295,47.286,153891,97.932,99.71,97.932,99.54,23663,57.329,57.387,57.164,57.378,23730,47.715,49.381,47.715,49.253,159011
2007-12-26,79.851,80.431,79.565,80.405,28552,50.731,50.731,50.101,50.443,42774,57.861,57.966,57.533,57.871,95071,46.627,47.171,46.627,47.102,238160,100.22,100.89,99.484,100.68,30346,57.229,57.451,57.061,57.368,41313,48.846,48.936,48.235,48.433,486084
2007-12-27,80.19,80.198,79.092,79.334,24413,50.166,50.275,49.644,49.737,28660,57.91,57.91,56.928,57.001,85381,46.978,46.978,46.025,46.025,249967,100.66,100.68,99.61,99.68,31388,57.173,57.173,56.655,56.674,32684,48.135,48.346,47.18,47.469,462428
2007-12-28,78.824,79.923,78.824,79.172,38630,49.718,49.765,49.524,49.579,39864,58.508,58.508,56.646,56.943,55859,46.601,46.601,45.629,45.848,291310,99.079,100.77,99.079,100.42,24928,57.202,57.202,56.451,56.589,62023,47.462,47.813,46.345,46.635,516295
2007-12-31,79.234,79.234,78.367,78.538,29141,49.794,49.794,49.235,49.357,35880,57.14,57.14,56.289,56.289,59383,46.06,46.495,45.513,46.155,261525,101.39,101.39,99.187,99.187,31534,56.849,56.849,56.155,56.198,25010,46.909,47.223,46.305,47.016,438861
2008-01-02,78.245,78.824,77.411,77.859,48177,49.309,49.422,48.326,48.374,170239,56.918,56.918,54.913,55.251,255159,46.411,46.411,45.025,45.129,248677,100.4,100.6,99.365,100.1,109508,55.662,56.459,55.514,55.755,271497,47.016,47.447,46.207,46.874,6982440
2008-01-03,78.414,79.163,78.217,78.565,20716,48.494,48.494,47.639,47.639,67990,54.921,55.389,54.715,54.969,88551,45.684,45.684,44.708,44.735,117926,101.13,101.38,100.48,100.72,34301,56.182,56.207,55.83,55.994,43276,47.599,47.599,45.15,45.412,338935
2008-01-04,77.216,77.367,76.214,76.299,56097,47.093,47.093,46.052,46.155,102466,54.38,54.38,52.526,52.638,123068,44.691,44.691,43.322,43.497,529068,101.8,101.8,97.942,98.08,58977,55.949,55.949,55.404,55.404,34085,45.457,45.457,43.498,43.566,499672
2008-01-07,76.503,76.806,74.322,75.252,180273,46.415,46.629,45.85,46.284,255356,52.487,52.731,51.497,52.15,382023,43.953,44.13,42.954,43.7,174894,99.346,99.346,95.905,96.901,109776,55.848,56.504,55.848,56.433,130625,43.629,44.262,42.825,43.971,873936
2008-01-08,76.02,76.548,73.805,73.805,116897,46.479,46.673,45.273,45.311,134360,52.264,52.686,50.549,50.549,347813,43.805,44.155,42.036,42.077,231622,96.441,98.407,95.389,95.514,69345,56.504,57.664,56.504,56.746,155649,44.065,45.219,42.38,42.45,845276
2008-01-09,73.975,74.468,72.09,74.083,126022,45.392,45.571,44.216,45.571,140716,50.85,51.644,50.325,51.644,181998,41.993,42.788,41.139,42.719,193127,95.282,97.075,95.139,97.075,49422,56.932,57.654,56.932,57.573,101432,42.613,43.201,40.951,43.201,698763
2008-01-10,73.85,76.046,73.244,75.474,118633,45.356,46.489,45.179,46.118,133928,51.168,52.15,51.083,51.842,170195,42.27,44.299,41.975,43.428,196774,98.001,98.001,94.958,96.451,32950,57.432,57.988,57.295,57.861,210983,43.115,44.601,41.982,43.867,937184
2008-01-11,74.957,75.581,74.403,74.805,40084,45.841,45.841,44.772,44.883,69388,51.506,51.506,50.456,50.726,104146,43.376,44.181,42.903,43.488,195071,96.306,96.659,94.891,95.139,33371,57.546,57.998,57.546,57.841,89743,44.287,44.538,42.74,43.873,729673
2008-01-14,75.376,77.252,75.341,77.188,51993,45.179,45.366,44.948,45.264,45469,51.487,52.114,51.469,51.806,109082,43.842,43.91,43.271,43.859,167891,95.186,96.989,95.186,96.775,50327,57.888,57.888,57.329,57.611,123905,44.231,44.691,42.711,43.688,522654
2008-01-15,76.214,76.68,74.572,74.886,104374,44.55,44.559,44.103,44.178,62062,51.412,51.589,50.607,50.813,106857,43.129,43.129,42.351,42.386,189461,95.3,95.447,93.321,93.421,73014,57.117,57.21,56.598,56.738,146309,43.015,43.222,42.352,42.802,709287
2008-01-16,74.376,74.761,71.419,72.573,90807,44.131,45.273,44.103,44.717,123153,49.921,50.625,49.154,49.855,275293,42.401,43.65,42.316,42.935,408096,92.639,92.97,89.487,90.216,63729,56.542,57.637,56.542,57.071,136666,42.237,43.98,42.237,43.291,812678
2008-01-17,72.626,72.626,68.634,68.662,205691,45.004,45.004,43.9,43.9,154830,50.211,50.288,48.807,48.967,136605,43.052,43.052,41.007,41.205,303844,90.109,91.765,86.524,86.778,146937,57.183,57.183,56.042,56.127,134562,43.421,43.72,42.549,42.703,915504
2008-01-18,69.32,70.519,67.993,69.5,174922,44.271,44.801,43.547,43.936,240059,49.38,49.94,48.855,48.92,421157,41.471,41.471,39.72,40.237,576705,86.864,87.835,84.435,86.864,81804,56.155,56.155,54.94,55.161,128942,43.031,43.429,41.463,42.137,1151463
2008-01-22,63.616,69.438,58.81,68.678,83488,42.295,44.845,42.238,44.513,93524,49.746,49.746,46.233,47.715,166584,38.686,42.217,38.116,41.214,418883,80.504,85.51,77.279,84.863,104014,52.185,54.069,48.293,53.476,192216,42.053,43.941,40.796,43.148,1210077
2008-01-23,66.677,69.689,64.482,69.671,72113,43.388,46.359,43.388,46.294,100744,46.102,47.816,45.26,47.686,202914,40.754,44.473,40.237,43.989,508537,82.758,84.855,79.322,84.68,104112,52.703,54.457,51.676,53.4,295675,42.613,47.239,42.613,47.239,1737637
2008-01-24,70.573,71.849,70.555,71.769,38293,46.461,46.673,46.09,46.664,22088,48.247,49.323,48.142,49.323,109672,44.27,44.645,43.7,44.164,200933,85.824,88.123,85.643,87.653,85227,53.649,53.649,53.029,53.298,71633,47.285,48.27,45.634,46.131,987626
2008-01-25,73.376,73.555,71.312,71.761,103601,47.083,47.083,45.543,45.718,57432,50.54,50.54,48.378,48.442,148142,44.812,44.929,42.954,43.296,188846,89.931,89.931,86.219,87.197,49153,53.668,53.668,52.046,52.398,76141,46.686,47.124,45.404,45.86,902474
2008-01-28,72.108,73.188,71.162,73.108,50946,45.627,46.72,45.15,46.72,140331,48.078,48.686,47.985,48.622,76152,43.254,44.663,42.796,44.654,355497,86.446,88.35,85.483,88.35,38882,52.77,53.188,52.398,53.17,99344,45.893,47.414,45.205,47.414,1064218
2008-01-29,73.911,74.564,73.43,73.85,64495,46.768,47.074,46.302,47.074,80916,48.724,48.817,48.257,48.724,92855,44.997,45.322,44.299,45.234,230842,89.748,89.748,88.15,88.815,42298,53.548,53.548,53.288,53.38,49054,47.339,47.737,46.612,46.99,695895
2008-01-30,73.938,75.831,73.054,73.34,143436,46.998,47.741,46.647,46.647,55920,48.658,49.539,48.267,48.267,162240,45.252,46.34,44.437,44.506,249395,89.532,90.316,87.826,88.009,58931,53.27,53.548,52.593,52.593,64744,46.874,47.715,45.709,45.733,770491
2008-01-31,72.547,75.466,72.547,74.822,52105,46.146,48.606,46.136,48.253,162374,48.284,49.689,47.92,48.865,149438,43.833,46.286,43.761,45.522,220659,88.256,88.659,86.078,88.192,39061,52.602,53.476,52.27,53.252,60296,45.563,47.202,45.166,46.651,971907
2008-02-01,75.324,76.914,75.324,76.644,102903,48.549,49.144,48.141,49.078,88998,49.576,49.998,49.016,49.95,78571,45.857,46.893,45.857,46.812,203232,89.54,89.573,88.482,89.487,56690,53.361,53.975,53.361,53.956,54472,46.933,48.668,46.811,48.602,1109195
2008-02-04,76.744,76.806,75.777,75.806,43444,48.764,48.957,47.945,48.001,65725,50.164,50.164,49.144,49.163,84377,46.893,46.893,45.629,45.7,177762,90.003,90.388,88.771,89.838,59276,54.226,54.336,53.91,54.113,46273,48.555,48.555,47.393,48.097,679730
2008-02-05,74.58,74.699,73.126,73.244,52179,47.38,47.835,46.749,46.777,97080,48.425,48.585,47.695,47.723,93956,44.384,45.033,43.867,43.919,187094,89.618,89.618,86.514,86.864,45311,53.789,53.789,53.056,53.16,72702,47.263,47.957,46.398,46.398,929389
2008-02-06,73.814,74.315,72.473,72.724,102275,47.184,47.538,46.173,46.23,76931,48.115,48.237,46.955,47.029,102428,44.104,44.525,43.339,43.339,143616,87.171,87.223,84.897,84.907,39479,53.492,53.641,53.02,53.066,73131,46.728,46.857,45.535,45.641,729400
2008-02-07,72.305,73.832,71.446,72.841,51620,46.406,47.519,46.406,47.074,44499,46.72,47.582,46.206,46.888,243010,43.357,44.455,43.166,44.138,107342,84.863,86.804,84.338,86.132,25507,52.892,53.345,52.752,53.196,63856,45.503,46.72,45.136,46.72,604570
2008-02-08,73.349,74.654,72.874,74.171,84650,46.759,47.149,46.387,46.739,133606,47.114,47.723,47.029,47.431,69423,43.999,43.999,42.796,43.175,112018,85.564,87.897,85.564,87.564,45773,53.029,53.029,52.463,52.593,55119,46.612,46.612,44.661,45.228,1094745
2008-02-11,74.716,75.698,73.796,75.618,96519,46.508,47.371,46.415,47.287,63570,47.554,48.172,47.507,48.04,57823,43.314,43.314,42.175,42.491,279356,87.826,89.915,87.258,89.879,43529,52.713,52.713,52.224,52.621,33870,45.228,45.787,44.12,44.31,941407
2008-02-12,76.6,77.334,75.297,75.557,169635,47.787,48.112,47.221,47.538,61307,48.115,48.622,47.74,47.985,68433,43.027,43.623,42.577,43.069,134834,91.312,91.492,89.077,89.433,32779,52.844,53.345,52.834,53.233,57791,44.61,45.794,44.61,45.569,1180018
2008-02-13,77.1,77.1,75.332,76.617,33502,48.243,48.243,47.519,48.122,117658,48.585,49.239,48.499,49.126,53296,43.437,43.604,42.614,43.289,151718,90.931,92.267,90.335,91.935,42344,54.004,54.004,53.121,53.447,55981,46.503,46.503,45.12,45.931,1065201
2008-02-14,77.047,77.27,75.991,76.195,79051,48.17,48.17,47.176,47.361,76284,49.229,49.229,48.132,48.132,77525,43.497,43.497,42.595,42.622,124788,92.61,93.173,91.882,92.029,59822,53.622,53.622,52.796,52.854,34410,45.916,46.475,45.059,45.075,1367372
2008-02-15,75.922,76.119,74.914,76.119,77706,47.064,47.445,46.813,47.445,163451,47.758,48.115,47.627,47.9,92709,42.175,42.832,42.018,42.832,155829,91.681,92.029,90.299,91.564,74553,52.549,53.002,52.549,52.992,81546,44.907,45.448,44.448,45.441,1504349
2008-02-19,77.78,78.341,77.066,77.608,109395,47.89,47.89,47.027,47.149,215062,48.594,48.836,47.366,47.478,99060,43.474,43.514,42.308,42.501,311168,93.302,94.663,93.264,93.998,85893,53.763,53.763,53.16,53.188,34193,46.78,46.78,44.61,45.326,1407138
2008-02-20,76.626,78.574,76.626,78.432,111820,46.777,47.761,46.777,47.538,35768,47.348,48.322,47.348,47.937,132439,42.077,43.322,41.984,43.157,181491,93.478,95.811,93.411,95.552,50348,52.955,53.103,52.566,53.056,65041,44.485,45.671,44.448,45.61,1985194
2008-02-21,78.975,79.137,77.252,77.27,61510,47.593,47.722,46.664,46.664,28158,48.509,48.807,47.602,47.686,97320,43.339,43.559,42.428,42.526,197116,95.409,95.706,93.283,93.516,64019,53.279,53.308,52.454,52.501,72379,45.962,46.16,44.369,44.369,1427821
2008-02-22,77.653,77.823,76.189,77.807,51506,46.916,47.184,46.284,47.184,26720,47.854,47.946,47.02,47.806,135536,42.676,43.183,41.754,43.183,287597,93.705,94.308,92.398,94.279,56787,52.796,52.834,51.869,52.585,136666,45.12,45.626,44.164,45.626,1389960
2008-02-25,77.913,80.02,77.522,79.949,94056,47.046,48.029,46.953,47.983,87491,47.91,48.378,47.619,48.219,180661,43.017,43.779,42.482,43.623,294587,94.298,97.037,94.298,96.708,70948,52.844,53.54,52.844,53.466,69680,46.254,47.016,45.066,47.016,1287219
2008-02-26,79.556,80.736,79.218,80.029,54194,48.819,48.884,47.983,48.671,27906,48.031,49.042,47.796,48.715,104671,42.954,44.216,42.954,43.771,263736,96.237,98.407,95.959,98.119,57160,52.575,53.873,52.575,53.668,59758,47.048,47.401,46.405,47.009,1162171
2008-02-27,79.638,80.949,79.368,80.111,46691,48.364,48.782,48.307,48.578,10990,48.48,49.267,48.386,49.034,117287,43.497,44.49,43.42,44.096,280847,97.593,98.139,97.028,97.261,34124,53.556,53.585,53.223,53.316,25566,46.917,47.377,46.481,46.789,585268
2008-02-28,79.565,80.19,79.084,79.77,32806,48.316,48.316,47.324,47.426,7542,48.743,49.006,48.396,48.565,104467,43.779,43.779,42.868,42.868,102133,97.358,99.019,97.358,98.812,35851,53.066,53.085,52.742,52.908,37215,46.597,46.597,45.824,45.824,820604
2008-02-29,79.181,79.181,76.77,77.35,64663,46.953,46.971,45.941,45.96,37216,48.078,48.152,47.292,47.423,86868,42.193,42.234,41.167,41.421,210119,98.683,98.683,95.157,95.831,51299,52.539,52.539,51.869,52.101,29016,45.778,45.803,45.0,45.166,727453
2008-03-03,76.832,78.09,76.403,77.921,219352,45.552,46.163,45.552,46.044,43860,47.524,47.524,46.767,47.104,92921,41.205,41.205,40.421,40.87,211490,95.821,97.564,94.987,96.441,71458,51.916,52.175,51.761,52.111,38945,45.157,45.648,44.61,45.479,822758
2008-03-04,77.608,78.155,75.064,76.521,145563,45.477,46.09,45.135,46.044,83934,46.674,47.366,46.363,47.272,151984,40.351,40.712,39.599,40.561,300928,96.152,96.553,93.264,95.348,36848,51.936,52.195,51.704,52.093,53650,44.869,45.655,44.508,45.051,675897
2008-03-05,76.94,78.806,76.94,78.377,180482,46.221,46.673,45.708,46.09,148472,47.414,47.985,47.224,47.637,221836,40.797,41.229,39.949,40.316,447219,94.891,96.795,94.891,96.562,31020,52.241,52.298,51.6,52.056,70544,44.907,45.954,44.907,45.671,729732
2008-03-06,78.145,78.511,77.118,77.118,72028,45.599,45.599,44.772,44.772,24781,48.152,48.152,46.684,46.739,98261,39.868,40.009,38.853,38.871,347068,96.892,96.892,94.535,94.535,27748,51.964,51.964,50.924,50.924,66563,45.769,45.769,43.566,43.591,699283
2008-03-07,76.251,76.736,74.01,74.521,159335,44.309,45.013,44.065,44.373,68095,46.346,47.33,46.159,46.684,188513,38.458,39.836,38.222,38.964,297356,94.654,94.654,91.765,92.664,149168,50.444,50.897,50.119,50.377,64269,43.644,44.546,43.022,44.303,831857
2008-03-10,75.324,75.324,71.797,71.975,124848,44.569,44.689,43.538,43.648,214522,46.796,47.02,46.214,46.223,234529,39.142,39.343,37.948,38.002,393980,92.664,93.116,91.238,91.329,28883,50.284,50.367,49.137,49.229,444781,44.478,44.515,43.469,43.674,983161
2008-03-11,75.395,76.214,73.564,76.119,120998,44.67,44.985,43.835,44.985,96110,46.935,47.715,46.562,47.715,143227,39.657,40.587,38.782,40.587,426061,92.5,95.428,92.5,95.358,31063,50.868,50.868,48.773,49.543,105233,45.012,46.512,44.326,46.512,755166
2008-03-12,77.197,77.207,75.777,75.868,107379,45.246,45.663,44.754,44.754,39758,47.956,48.378,47.517,47.524,60059,40.667,41.516,39.746,39.764,298725,94.779,95.599,93.863,93.893,25960,49.469,49.96,49.431,49.497,74859,46.222,47.087,45.535,45.535,474902
2008-03-13,74.682,77.807,74.289,77.447,229427,44.373,45.219,43.685,45.088,169701,47.003,47.985,46.608,47.647,152358,39.063,40.263,38.405,39.975,621402,94.111,95.59,92.379,94.683,26113,49.153,49.987,48.764,49.637,49768,45.297,46.445,44.188,46.069,657789
2008-03-14,78.235,78.235,75.206,76.521,133989,45.107,45.107,43.631,44.233,77151,47.92,48.014,46.326,46.729,128498,40.745,40.745,38.222,38.677,405985,96.123,96.123,92.554,93.94,92421,49.767,49.831,48.393,48.85,53393,46.874,46.874,44.361,45.136,805030
2008-03-17,73.028,76.28,73.028,74.733,218009,43.157,43.9,42.907,43.52,181461,45.635,46.85,45.427,46.552,92934,37.958,38.519,36.89,38.029,433089,93.421,93.421,89.443,90.859,136418,47.207,48.958,46.818,48.553,191373,44.737,45.695,44.423,45.412,1334812
2008-03-18,77.083,77.616,75.307,77.42,103973,44.428,45.283,44.15,45.246,157739,47.33,48.257,47.02,48.19,189791,39.86,40.896,39.229,40.896,422662,90.741,94.214,90.67,94.186,66686,49.968,49.968,48.811,49.674,80307,46.819,47.429,45.778,47.408,1012581
2008-03-19,77.699,78.047,72.993,73.046,209611,45.663,45.913,44.717,44.763,12748,49.025,49.025,47.049,47.085,69211,41.616,41.816,40.141,40.158,341087,95.687,95.687,89.137,89.137,71766,49.738,50.415,49.45,49.45,41853,47.223,48.197,47.048,47.048,487048
2008-03-20,71.599,73.349,70.966,72.831,404662,45.115,46.24,44.976,46.146,63030,46.816,47.74,46.816,47.507,82133,40.955,42.692,40.492,42.518,771286,88.282,89.698,86.796,89.039,179925,50.387,50.387,49.312,49.87,59972,47.239,49.0,47.133,48.617,694342
2008-03-24,73.51,76.325,73.51,75.189,275119,46.527,47.797,46.527,47.705,91907,48.069,49.418,48.069,49.034,92949,42.814,43.943,42.814,42.944,471459,89.433,91.789,89.433,90.678,115689,50.054,50.48,49.95,50.434,30669,49.795,50.186,49.198,49.71,502175
2008-03-25,76.368,77.42,76.243,77.029,534227,47.816,47.854,47.184,47.574,91690,49.144,49.436,48.836,49.144,141624,42.648,42.991,42.026,42.666,592459,91.022,92.092,90.435,91.611,101648,50.544,50.656,50.174,50.444,87418,49.801,50.016,48.748,49.458,984092
2008-03-26,77.252,77.565,76.557,77.127,92377,47.25,47.25,46.387,46.546,72943,49.061,49.061,48.396,48.614,98261,42.335,42.335,41.271,41.271,422295,91.781,94.194,91.654,93.645,117977,50.274,50.342,50.025,50.156,41635,48.977,49.267,48.38,48.509,571228
2008-03-27,77.002,77.565,76.046,76.352,224951,46.897,46.897,45.951,45.978,21871,48.519,48.519,47.637,47.786,57676,41.543,41.658,40.632,40.632,418038,94.204,94.795,92.95,93.173,72091,50.323,50.536,50.202,50.256,58571,49.826,49.826,48.004,48.112,880068
2008-03-28,76.224,76.841,75.831,76.163,184870,45.868,45.868,44.864,44.883,28660,47.985,48.294,47.366,47.487,55004,40.946,40.974,39.826,39.94,278761,93.384,94.244,92.526,92.914,67171,50.507,50.571,49.84,49.96,28583,49.3,49.3,47.429,47.545,642278
2008-03-31,76.53,76.69,75.144,75.86,152111,44.94,45.68,44.94,45.43,34802,47.524,47.937,47.33,47.602,64119,39.931,40.825,39.666,40.113,187704,92.914,94.253,92.408,93.458,35272,49.691,49.812,49.172,49.699,29016,48.328,48.831,47.508,47.731,534527
2008-04-01,76.67,77.968,75.144,77.968,215376,46.044,47.455,46.044,47.408,107314,48.378,49.399,48.267,49.277,65798,41.261,42.895,41.205,42.823,305944,93.754,94.94,91.583,94.94,148618,50.072,50.943,50.072,50.943,120486,48.761,50.444,48.402,50.444,5067288
2008-04-02,77.644,78.897,77.252,78.574,129830,47.519,48.068,47.314,47.602,19932,49.546,49.755,48.92,49.305,69103,43.103,43.504,42.518,42.736,237237,94.93,97.009,94.365,96.247,40052,51.036,51.036,50.507,50.628,36890,50.596,50.661,49.558,50.201,631808
2008-04-03,78.245,80.405,78.245,79.851,111546,47.169,47.574,46.934,47.538,41913,48.902,49.576,48.715,49.39,63892,42.376,43.085,42.139,42.886,351237,96.083,97.613,95.959,96.708,54259,50.562,50.693,50.377,50.628,43362,50.462,51.348,49.878,51.348,665183
2008-04-04,80.637,81.46,79.941,81.094,425715,47.212,47.695,47.14,47.324,20041,49.39,49.829,48.957,49.408,73088,42.944,42.944,42.184,42.289,386385,96.989,98.693,96.989,97.775,47389,50.675,51.268,50.6,51.017,42831,51.775,51.775,50.427,50.536,1469929
2008-04-07,82.523,82.752,80.44,80.816,248500,47.519,47.678,47.102,47.184,48485,49.819,49.883,49.173,49.239,104627,42.841,43.212,42.456,42.544,351478,98.782,99.76,97.746,97.972,135259,51.165,51.445,51.074,51.184,172275,51.401,51.401,50.048,50.07,890518
